1089.22,916.42,1145.33,918.03,1142.78,1155.96,934.37,1141.88,1134.41,1146.44,1180.79,1138.11,1153.54,1104.04,1167.61,1066.96,1167.61,936.02,1156.56,1104.04,1140.98,975.14,1052.83,1192.87,958.37,1156.56,1257.9,903.52,1156.57,928.4,1059.33,1078.76,1163.69,1078.3,1156.57,1061.13,1054.11,1140.91,1144.88,1140.01,946.1,1057.92,946.1,815.32,693.53,1542.06,908.88,700.45,1158.3,507.46,926.72,958.67,738.24,721.68,1418.59,1045.91,1485.86,535.15,1055.31,997.55,1534.14,1332.73,1026.61,885.63,894.57,678.85,1258.45,1258.45,1046.95,1284.06,1252.44,1466.58,1510.82,613.52,1250.77,1136.44,1091.9,549.21,1087.27,1073.44,1055.57,981.77,979,1163.47,1187.49,1160.62,1079.44,1127.89,1091.9,1245.04,1010.83,1282.89,1257.9,1179.51,1009.66
827.37,617.37,838.32,555.47,822.51,813.24,553.97,929.68,898.44,907.3,811.51,910.55,906.34,715.32,793.04,861.82,793.04,922.59,889.89,715.32,864.39,917.75,953.4,794.34,910.74,889.89,768.63,927.67,871.18,922.69,991.79,936.79,797.32,838.18,871.18,1006.64,797.49,959.43,889.2,817.8,901,1022.85,901,529.66,470.05,235.61,539.1,973.62,376.79,914.48,750.91,563.05,689.75,652.72,308.42,101.92,335.93,984.97,884.24,409.47,67.61,361.55,894.23,734.01,534.37,484.02,427.6,427.6,422.83,370.48,325.46,357.59,113.22,464.13,426.9,954.37,917.22,995.43,921.27,940.39,986.47,907.99,885.86,797.2,871.94,883.19,720.64,916.28,917.22,528.76,515.39,535.8,768.63,827.6,518.01
