1689,1570.42,1672.64,1660.2,1697.44,1596.39,1772.68,1575.68,1686.92,843.51,781.49,1906.96,1238.37,964.34,1875.56,1858.33,1302.65,1857.93,1854.18,1777.3,1650.19,1803.13,1792.23,1880.94,1800.55,1583.19,802.73,1839.82,733.13,1594.66,1737.65,801.31,1561.69,1553.25,1527.15,1539.47,1539.47,1543.08,1317.76,974.67,1592.49,1826.93,1255.98,1235.04,1265.69,995.88,741.88,1763.47,509.2,1114.02,1849.91,1547.34,1559.63,1516.24,1725.59,1754.06,1587.84,1586.28,1568.09,1546.27,1680.95,1636.9,1773.38,1670.76,1687.99,1825.67,1641.25,1700.59,1620.05,1606.3,1817.76,1749.93,1642.95,1645.72,1767.93,1746.87,1726.58,1636.9,1620.05,1810.78,1799.16,1863.74,1780.06,1686.92,1660.2,1774.65,1738.83,1660.29,1786.46,1708.26,1725.32,1607.01,1472.63,1725.32,1799.16,1635.03,1714.78,1587.86,1605.23,1780.06,1659.05,1805.41,1657.68,1533.35,1024.85,1588.31,1615.45,1500.19,1662.99,1455.23,1078.96,1078.96,1063.4,1597.44,1584.62,1540.08,1499.94,1745.88,1645.38,1661.1,1796.55,1591.17,1092.03,1803.14,1546.73,1512.4,1834.31,1617.96,1422.29,1740.82,1780.06,1658.87,1262,777.87,1574.85,777.87,152.49,152.49,1658.68,1162.57,1616.43,1752.86,188.79,1285.27,1538.43,1607.97,901.59,1455.29,781.71,1516.59,1299.47,1506.03,1326.5,868.64,903.6,1375.3,1232.81,1289.06,1301.73,1301.73,1220.14,1055.54,769.12,1352.28,1718.69,1763.66,1798.29,820.15,1547.34,1692.1,1183.15,1237.96,1240.69,764.53,1050.43,966.77,1243.6,1239.23,788.58,770.27,770.27,823.29,1792.11,1232.46,479.83,510.99,443.48,479.1,818.35
697.59,767.26,792.61,807.92,821.87,817.12,865.53,762.12,810.22,487.84,493.39,1020.39,821.25,763.02,737.58,804.14,779.39,821.1,706.49,573.53,824.83,642.23,730.15,701.25,595.98,918.99,669.92,636.19,1177.35,884.28,587.41,1038.91,687.76,871.95,855.42,791.85,791.85,771.18,738.24,694.46,675.21,731.9,852.49,750.5,761.02,750.01,1159.95,743.06,1160.4,418.76,683.61,797.2,813.22,687.31,806.13,760.37,860.67,716.53,640.5,707.97,850.23,808.99,825.97,808.06,620.19,844.88,846.22,796.51,813.38,687.16,838.56,780.94,1236.17,796.44,857.33,852.94,629.54,808.99,813.38,752.24,779.63,775.8,796.71,810.22,807.92,679.86,660.37,695.19,849.33,644.15,778.59,849.34,675.74,778.59,779.63,820.85,696.08,635.09,865.69,796.71,1240.08,733.06,666.64,719.31,653.4,697.18,701.49,706.61,1248.38,1250.94,516.79,516.79,524.46,870.59,901.72,700.24,1261.54,611.21,675.39,714.21,658.07,839.39,538,642.25,806.34,656.54,703.45,623.27,1220.34,724.73,796.71,615.13,807.64,1172.08,715.45,1172.08,1103.85,1103.85,1003.73,776.55,650.33,640.67,1193.27,835.11,827.77,763.33,656.56,1249.94,1033.15,1272.32,849.65,727.36,712.86,424.06,410.35,1252.34,781.04,774.01,753.66,753.66,654.01,538.79,1156.9,705.34,684.13,583.74,839.78,818.49,797.2,783.81,584.59,817.94,811.74,800.02,641.53,455.93,743.96,737.69,513.67,480.01,480.01,642.87,714.54,796.67,422.05,389.9,392.62,372.13,1148.73
