831.7,1001.19,1863.44,1738.14,973.72,1201.46,1848.18,979.22,966.5,1094.82,1108.64,1734.53,1039.29,1825.49,1236.56
1272.63,1021.09,642.45,606.81,1231.17,1146.33,729.01,933.48,1241.88,212.81,234.41,592.43,474.42,737.38,1183.5
